#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 03 01 06 20 230 12.0 16.0   4.5    13   7.7 292 1000.1   7.4  11.4    MM   MM   MM    MM
2024 03 01 06 10 230 13.0 17.0    MM    MM    MM  MM 1000.1   7.5  11.4    MM   MM   MM    MM
2024 03 01 06 00 230 12.0 16.0    MM    MM    MM  MM 1000.1   7.2  11.4    MM   MM +0.4    MM
2024 03 01 05 50 230 11.0 14.0   4.1    10   7.6 259 1000.2   6.7  11.4    MM   MM   MM    MM
2024 03 01 05 40 240 12.0 16.0    MM    MM    MM  MM 1000.3   6.2  11.4    MM   MM   MM    MM
2024 03 01 05 30 230 11.0 16.0    MM    MM    MM  MM 1000.2   6.3  11.4    MM   MM   MM    MM
2024 03 01 05 20 220 10.0 14.0   4.0     8   7.4 216 1000.3   5.9  11.4    MM   MM   MM    MM
2024 03 01 05 10 230 11.0 15.0    MM    MM    MM  MM 1000.3   5.6  11.4    MM   MM   MM    MM
2024 03 01 05 00 240 13.0 18.0    MM    MM    MM  MM 1000.1   6.4  11.4    MM   MM +1.0    MM
2024 03 01 04 50 220 12.0 17.0   4.3     9   7.3 241  999.7   7.5  11.4    MM   MM   MM    MM
2024 03 01 04 40 230 11.0 15.0   4.3    MM   7.3 241  999.5   7.3  11.4    MM   MM   MM    MM
2024 03 01 04 30 220  9.0 13.0    MM    MM    MM  MM  999.6   6.8  11.4    MM   MM   MM    MM
2024 03 01 04 20 230 10.0 13.0   4.3     8   7.3 233  999.5   6.5  11.4    MM   MM   MM    MM
2024 03 01 04 10 240  9.0 12.0    MM    MM    MM  MM  999.6   6.0  11.4    MM   MM   MM    MM
2024 03 01 04 00 250 11.0 16.0    MM    MM    MM  MM  999.8   5.5  11.4    MM   MM +0.3    MM
2024 03 01 03 50 240 14.0 21.0   4.6     9   7.6 230  999.8   6.0  11.4    MM   MM   MM    MM
2024 03 01 03 40 230 13.0 21.0   4.6    MM   7.6 230  999.4   7.6  11.4    MM   MM   MM    MM
2024 03 01 03 30 230 12.0 15.0    MM    MM    MM  MM  999.3   7.7  11.4    MM   MM   MM    MM
2024 03 01 03 20 220 13.0 16.0   4.1     9   7.1 227  999.5   7.5  11.4    MM   MM   MM    MM
2024 03 01 03 10 220 12.0 17.0   4.1    MM   7.1 227  999.5   7.4  11.4    MM   MM   MM    MM
2024 03 01 03 00 230 12.0 16.0    MM    MM    MM  MM  999.7   7.3  11.4    MM   MM -0.0    MM
2024 03 01 02 50 230 12.0 16.0   4.2    12   7.3 290  999.7   7.4  11.4    MM   MM   MM    MM
2024 03 01 02 40 230 13.0 18.0    MM    MM    MM  MM  999.4   7.3  11.4    MM   MM   MM    MM
2024 03 01 02 30 230 15.0 20.0    MM    MM    MM  MM  999.4   7.7  11.4    MM   MM   MM    MM
2024 03 01 02 20 220 15.0 21.0   4.4     8   7.3 215  999.4   7.9  11.4    MM   MM   MM    MM
2024 03 01 02 10 230 15.0 19.0   4.4    MM   7.3 215  999.3   8.1  11.4    MM   MM   MM    MM
2024 03 01 02 00 230 15.0 20.0    MM    MM    MM  MM  999.1   8.1  11.4    MM   MM -0.8    MM
2024 03 01 01 50 220 14.0 19.0   4.3     9   7.2 256  998.9   8.1  11.4    MM   MM   MM    MM
2024 03 01 01 40 230 13.0 18.0    MM    MM    MM  MM  999.2   7.8  11.4    MM   MM   MM    MM
2024 03 01 01 30 230 14.0 19.0    MM    MM    MM  MM  999.2   8.2  11.4    MM   MM   MM    MM
2024 03 01 01 20 220 13.0 18.0   4.3    13   7.4 304  999.3   8.3  11.4    MM   MM   MM    MM
2024 03 01 01 10 210 13.0 17.0   4.3    MM   7.4 304  999.4   8.0  11.4    MM   MM   MM    MM
2024 03 01 01 00 210 14.0 19.0    MM    MM    MM  MM  999.5   8.0    MM    MM   MM +0.0    MM
2024 03 01 00 50 210 14.0 18.0   4.1    14   7.4 297  999.4   8.1  11.4    MM   MM   MM    MM
2024 03 01 00 40 210 14.0 18.0    MM    MM    MM  MM  999.4   8.2  11.4    MM   MM   MM    MM
2024 03 01 00 30 210 13.0 17.0    MM    MM    MM  MM  999.4   7.8  11.4    MM   MM   MM    MM
2024 03 01 00 20 220 14.0 19.0   4.0    14   7.0 317  999.5   7.8  11.4    MM   MM   MM    MM
2024 03 01 00 10 230 15.0 20.0   4.0    MM   7.0 317  999.4   7.9  11.4    MM   MM   MM    MM
2024 03 01 00 00 220 14.0 18.0    MM    MM    MM  MM  999.5   8.2  11.4    MM   MM -0.5    MM
2024 02 29 23 50 220 14.0 16.0   3.9    11   7.3 323  999.6   7.9  11.4    MM   MM   MM    MM
2024 02 29 23 00 230 12.0 19.0   4.3    MM   7.4 286  999.9   6.2  11.4    MM   MM -0.0    MM
2024 02 29 22 50 240 16.0 22.0   3.8    12   7.1 335 1000.6   7.4  11.4    MM   MM   MM    MM
2024 02 29 22 40 230 14.0 17.0   3.8    MM   7.1 335  999.8   8.2  11.4    MM   MM   MM    MM
2024 02 29 22 30 220 14.0 17.0    MM    MM    MM  MM  999.7   8.2  11.4    MM   MM   MM    MM
2024 02 29 22 20 220 13.0 17.0   4.2    12   7.6 313  999.6   7.9  11.4    MM   MM   MM    MM
2024 02 29 22 10 220 12.0 16.0   4.2    MM   7.6 313  999.6   7.7  11.4    MM   MM   MM    MM
2024 02 29 22 00 220 12.0 15.0    MM    MM    MM  MM  999.6   7.6  11.4    MM   MM -0.4    MM
2024 02 29 21 50 230 12.0 15.0   4.5    15   7.8 299  999.7   7.4  11.4    MM   MM   MM    MM
2024 02 29 21 40 230 12.0 16.0    MM    MM    MM  MM  999.7   7.3  11.4    MM   MM   MM    MM
2024 02 29 21 30 230 11.0 15.0    MM    MM    MM  MM  999.7   7.2  11.4    MM   MM   MM    MM
2024 02 29 21 20 230 12.0 15.0   4.2    11   7.7 286  999.9   6.8  11.4    MM   MM   MM    MM
2024 02 29 21 10 250 12.0 16.0    MM    MM    MM  MM 1000.0   6.6  11.4    MM   MM   MM    MM
2024 02 29 21 00 240 12.0 18.0    MM    MM    MM  MM 1000.0   6.1  11.4    MM   MM +0.0    MM
2024 02 29 20 50 230 13.0 20.0   4.3     9   7.9 255 1000.2   6.7  11.4    MM   MM   MM    MM
2024 02 29 20 40 240 11.0 14.0   4.3    MM   7.9 255  999.9   7.5  11.4    MM   MM   MM    MM
2024 02 29 20 30 240  8.0 11.0    MM    MM    MM  MM  999.8   6.4  11.4    MM   MM   MM    MM
2024 02 29 20 20 250 11.0 14.0   4.4    15   8.0 323 1000.0   6.5  11.4    MM   MM   MM    MM
2024 02 29 20 10 240 13.0 19.0    MM    MM    MM  MM 1000.1   6.7  11.5    MM   MM   MM    MM
2024 02 29 20 00 230 10.0 14.0    MM    MM    MM  MM 1000.0   7.0  11.5    MM   MM +0.0    MM
2024 02 29 19 50 230 13.0 18.0   3.9    13   7.8 317 1000.1   8.0  11.4    MM   MM   MM    MM
2024 02 29 19 40 210 10.0 14.0    MM    MM    MM  MM  999.7   8.4  11.4    MM   MM   MM    MM
2024 02 29 19 30 210  9.0 12.0    MM    MM    MM  MM  999.8   7.9  11.4    MM   MM   MM    MM
2024 02 29 19 20 230  9.0 12.0   4.4    15   8.2 333  999.9   7.5  11.4    MM   MM   MM    MM
2024 02 29 19 10 240 11.0 14.0   4.4    MM   8.2 333 1000.0   7.3  11.4    MM   MM   MM    MM
2024 02 29 19 00 240 13.0 18.0    MM    MM    MM  MM 1000.0   7.9  11.4    MM   MM +0.0    MM
2024 02 29 18 50 220 11.0 15.0   4.3    15   8.2 329 1000.0   8.7  11.4    MM   MM   MM    MM
2024 02 29 18 40 220 10.0 13.0    MM    MM    MM  MM  999.9   8.6  11.4    MM   MM   MM    MM
2024 02 29 18 30 230 10.0 13.0    MM    MM    MM  MM  999.9   8.7  11.4    MM   MM   MM    MM
2024 02 29 18 20 230 10.0 14.0   4.2    14   8.3 328  999.8   8.5  11.4    MM   MM   MM    MM
2024 02 29 18 10 240 11.0 14.0    MM    MM    MM  MM  999.8   8.5  11.5    MM   MM   MM    MM
2024 02 29 18 00 230 10.0 14.0    MM    MM    MM  MM  999.8   8.6  11.5    MM   MM +0.6    MM
2024 02 29 17 50 230 10.0 13.0   4.3    15   8.3 335  999.7   8.6  11.5    MM   MM   MM    MM
2024 02 29 17 40 230 10.0 13.0    MM    MM    MM  MM  999.7   8.7  11.5    MM   MM   MM    MM
2024 02 29 17 30 220 10.0 14.0    MM    MM    MM  MM  999.6   8.6  11.5    MM   MM   MM    MM
2024 02 29 17 20 220  9.0 12.0   3.9    15   8.0 312  999.8   8.3  11.5    MM   MM   MM    MM
2024 02 29 17 10 220  9.0 11.0    MM    MM    MM  MM  999.8   8.2  11.4    MM   MM   MM    MM
2024 02 29 17 00 230  9.0 11.0    MM    MM    MM  MM  999.8   8.1  11.5    MM   MM +0.3    MM
2024 02 29 16 50 230  9.0 12.0   4.1    13   8.1 309  999.8   8.0  11.5    MM   MM   MM    MM
2024 02 29 16 40 240  8.0 11.0    MM    MM    MM  MM  999.8   8.0  11.5    MM   MM   MM    MM
2024 02 29 16 30 220  5.0  7.0    MM    MM    MM  MM  999.6   7.4  11.5    MM   MM   MM    MM
2024 02 29 16 20 220  6.0  8.0   4.3    11   8.0 302  999.8   7.2  11.5    MM   MM   MM    MM
2024 02 29 16 10 230  7.0 12.0   4.3    MM   8.0 302  999.9   6.8  11.5    MM   MM   MM    MM
2024 02 29 16 00 240 11.0 16.0    MM    MM    MM  MM 1000.0   7.5  11.4    MM   MM -0.0    MM
2024 02 29 15 50 240 10.0 13.0   4.1    12   8.0 307  999.7   8.3  11.4    MM   MM   MM    MM
2024 02 29 15 40 220 10.0 13.0    MM    MM    MM  MM  999.2   8.3  11.4    MM   MM   MM    MM
2024 02 29 15 30 210 10.0 12.0    MM    MM    MM  MM  999.5   8.4  11.5    MM   MM   MM    MM
2024 02 29 15 20 220  8.0 11.0   3.5    10   7.5 242  999.5   8.9  11.5    MM   MM   MM    MM
2024 02 29 15 10 220  8.0 10.0   3.5    MM   7.5 242  999.2   8.7  11.5    MM   MM   MM    MM
2024 02 29 15 00 240  8.0 11.0    MM    MM    MM  MM  999.2   8.7  11.5    MM   MM -0.6    MM
2024 02 29 14 50 240  9.0 12.0   4.0    11   7.8 289  999.6   8.7  11.5    MM   MM   MM    MM
2024 02 29 14 40 240  9.0 11.0   4.0    MM   7.8 289  999.3   8.9  11.5    MM   MM   MM    MM
2024 02 29 14 30 240  9.0 11.0    MM    MM    MM  MM  999.4   8.9  11.5    MM   MM   MM    MM
2024 02 29 14 20 250  9.0 12.0   3.6    10   7.2 247  999.0   8.8  11.5    MM   MM   MM    MM
2024 02 29 14 10 250  9.0 12.0   3.6    MM   7.2 247  998.9   8.9  11.5    MM   MM   MM    MM
2024 02 29 14 00 240 10.0 12.0    MM    MM    MM  MM  999.5   9.0  11.5    MM   MM -0.8    MM
2024 02 29 13 50 220  8.0 12.0   4.0     9   7.8 227  999.8   8.5  11.5    MM   MM   MM    MM
2024 02 29 13 40 230  7.0 10.0    MM    MM    MM  MM  998.9   8.0  11.5    MM   MM   MM    MM
2024 02 29 13 30 220  9.0 13.0    MM    MM    MM  MM  999.9   7.9  11.5    MM   MM   MM    MM
2024 02 29 13 20 220  6.0 10.0   3.9     9   7.5 209  999.2   8.2  11.5    MM   MM   MM    MM
2024 02 29 13 10 230  7.0 10.0   3.9    MM   7.5 209  999.4   8.2  11.4    MM   MM   MM    MM
2024 02 29 13 00 240  6.0  9.0    MM    MM    MM  MM  999.8   7.9  11.5    MM   MM +0.0    MM
2024 02 29 12 50 230  7.0 10.0   4.1    10   7.5 228  999.9   7.7  11.5    MM   MM   MM    MM
2024 02 29 12 40 210  9.0 12.0    MM    MM    MM  MM  999.0   7.6  11.5    MM   MM   MM    MM
2024 02 29 12 30 200  9.0 12.0    MM    MM    MM  MM  999.6   7.5  11.5    MM   MM   MM    MM
2024 02 29 12 20 210  8.0 11.0   4.4    10   7.8 232  999.6   7.5  11.5    MM   MM   MM    MM
2024 02 29 12 10 240  9.0 12.0   4.4    MM   7.8 232  999.7   7.3  11.5    MM   MM   MM    MM
2024 02 29 12 00 230 10.0 13.0    MM    MM    MM  MM  999.8   7.4  11.5    MM   MM +0.0    MM
2024 02 29 11 50 240  8.0 11.0   4.4    10   7.4 238 1000.1   7.2  11.5    MM   MM   MM    MM
2024 02 29 11 40 250  8.0 12.0    MM    MM    MM  MM 1000.2   7.0  11.5    MM   MM   MM    MM
2024 02 29 11 30 260  8.0 11.0    MM    MM    MM  MM  999.9   6.8  11.5    MM   MM   MM    MM
2024 02 29 11 20 260 10.0 13.0   4.4    10   7.5 227  999.8   6.6  11.5    MM   MM   MM    MM
2024 02 29 11 10 270 11.0 15.0    MM    MM    MM  MM 1000.0   6.5  11.5    MM   MM   MM    MM
2024 02 29 11 00 260 11.0 16.0    MM    MM    MM  MM 1000.3   7.1  11.5    MM   MM -0.0    MM
2024 02 29 10 50 260 10.0 14.0   5.1     9   7.7 216 1000.1   7.5  11.5    MM   MM   MM    MM
2024 02 29 10 40 270 10.0 14.0    MM    MM    MM  MM 1000.1   7.7  11.5    MM   MM   MM    MM
2024 02 29 10 30 260 11.0 15.0    MM    MM    MM  MM  999.8   7.9  11.5    MM   MM   MM    MM
2024 02 29 10 20 260 11.0 15.0   4.6    10   7.6 215 1000.0   8.1  11.5    MM   MM   MM    MM
2024 02 29 10 10 240 12.0 15.0   4.6    MM   7.6 215 1000.2   8.6  11.5    MM   MM   MM    MM
2024 02 29 10 00 240 11.0 14.0    MM    MM    MM  MM  999.9   8.5  11.5    MM   MM +0.0    MM
2024 02 29 09 50 250 11.0 14.0   4.6    10   7.5 224  999.8   8.7  11.5    MM   MM   MM    MM
2024 02 29 09 40 240 12.0 17.0   4.6    MM   7.5 224 1000.0   8.5  11.5    MM   MM   MM    MM
2024 02 29 09 30 240 12.0 16.0    MM    MM    MM  MM  999.9   8.5  11.5    MM   MM   MM    MM
2024 02 29 09 20 250 13.0 17.0   4.7     9   7.4 219 1000.0   8.7  11.5    MM   MM   MM    MM
2024 02 29 09 10 240 14.0 18.0    MM    MM    MM  MM  999.9   8.6  11.5    MM   MM   MM    MM
2024 02 29 09 00 240 12.0 18.0    MM    MM    MM  MM 1000.0   8.7  11.5    MM   MM +0.4    MM
2024 02 29 08 50 240 11.0 15.0   4.8     9   7.4 226 1000.0   8.7  11.5    MM   MM   MM    MM
2024 02 29 08 40 250 11.0 15.0    MM    MM    MM  MM 1000.1   8.5  11.5    MM   MM   MM    MM
2024 02 29 08 30 250 10.0 14.0    MM    MM    MM  MM 1000.3   8.3  11.5    MM   MM   MM    MM
2024 02 29 08 20 260 11.0 15.0   5.5    10   7.9 226 1000.2   8.2  11.5    MM   MM   MM    MM
2024 02 29 08 10 260 11.0 14.0   5.5    MM   7.9 226 1000.2   8.1  11.5    MM   MM   MM    MM
2024 02 29 08 00 270 12.0 15.0    MM    MM    MM  MM 1000.3   8.1  11.5    MM   MM +1.1    MM
2024 02 29 07 50 270 12.0 15.0   5.0    10   7.7 237 1000.3   8.2    MM    MM   MM   MM    MM
2024 02 29 07 40 280 11.0 15.0    MM    MM    MM  MM 1000.2   8.1  11.5    MM   MM   MM    MM
2024 02 29 07 30 250 11.0 13.0    MM    MM    MM  MM 1000.1   8.6  11.5    MM   MM   MM    MM
2024 02 29 07 20 260 11.0 15.0   5.5     9   7.8 210 1000.1   8.5  11.5    MM   MM   MM    MM
2024 02 29 07 10 260 12.0 15.0   5.5    MM   7.8 210  999.9   8.7  11.5    MM   MM   MM    MM
2024 02 29 07 00 260 12.0 16.0    MM    MM    MM  MM 1000.0   8.9  11.5    MM   MM -0.0    MM
2024 02 29 06 50 260 12.0 16.0   5.6     9   7.8 216  999.9   9.1  11.5    MM   MM   MM    MM
2024 02 29 06 40 260 12.0 15.0    MM    MM    MM  MM  999.8   9.2  11.5    MM   MM   MM    MM
2024 02 29 06 30 260 12.0 18.0    MM    MM    MM  MM  999.9   9.0  11.5    MM   MM   MM    MM
2024 02 29 06 20 260 12.0 15.0   5.4    10   7.7 231  999.9   9.0  11.5    MM   MM   MM    MM
2024 02 29 06 10 260 12.0 16.0   5.4    MM   7.7 231  999.6   8.9  11.5    MM   MM   MM    MM
2024 02 29 06 00 270 12.0 16.0    MM    MM    MM  MM  999.6   8.8  11.5    MM   MM -1.6    MM
2024 02 29 05 50 250 12.0 20.0   5.4     9   7.5 203  999.5   9.6  11.5    MM   MM   MM    MM
2024 02 29 05 40 200 15.0 20.0    MM    MM    MM  MM  998.9  11.5  11.5    MM   MM   MM    MM
2024 02 29 05 30 200 15.0 21.0    MM    MM    MM  MM  999.0  11.4  11.5    MM   MM   MM    MM
2024 02 29 05 20 200 15.0 21.0   5.4     9   7.6 210  998.9  11.5    MM    MM   MM   MM    MM
2024 02 29 05 10 200 16.0 23.0    MM    MM    MM  MM  999.1  11.5  11.5    MM   MM   MM    MM
2024 02 29 05 00 190 17.0 23.0    MM    MM    MM  MM  999.2  11.5    MM    MM   MM -3.1    MM
2024 02 29 04 50 190 15.0 21.0   5.0     9   7.4 208  999.3  11.5  11.5    MM   MM   MM    MM
2024 02 29 04 40 190 16.0 23.0    MM    MM    MM  MM  999.4  11.5  11.5    MM   MM   MM    MM
2024 02 29 04 30 190 16.0 22.0    MM    MM    MM  MM  999.5  11.5  11.5    MM   MM   MM    MM
2024 02 29 04 20 190 15.0 20.0   5.3     8   7.4 206  999.6  11.4  11.5    MM   MM   MM    MM
2024 02 29 04 10 190 15.0 21.0    MM    MM    MM  MM  999.8  11.4  11.5    MM   MM   MM    MM
2024 02 29 04 00 190 16.0 22.0    MM    MM    MM  MM 1000.1  11.4  11.5    MM   MM -3.1    MM
2024 02 29 03 50 200 15.0 21.0   5.1     9   7.5 204 1000.2  11.4  11.5    MM   MM   MM    MM
2024 02 29 03 40 190 16.0 22.0    MM    MM    MM  MM 1000.5  11.3  11.5    MM   MM   MM    MM
2024 02 29 03 30 200 16.0 22.0    MM    MM    MM  MM 1000.6  11.3  11.5    MM   MM   MM    MM
2024 02 29 03 20 200 16.0 22.0   4.5     9   7.0 209 1000.9  11.3  11.5    MM   MM   MM    MM
2024 02 29 03 10 190 15.0 22.0   4.5    MM   7.0 209 1001.0  11.3  11.5    MM   MM   MM    MM
2024 02 29 03 00 190 16.0 21.0    MM    MM    MM  MM 1001.2  11.4  11.5    MM   MM -3.0    MM
2024 02 29 02 50 190 15.0 20.0   5.0     9   7.4 205 1001.3  11.4  11.5    MM   MM   MM    MM
2024 02 29 02 40 200 16.0 21.0    MM    MM    MM  MM 1001.5  11.3  11.5    MM   MM   MM    MM
2024 02 29 02 30 200 15.0 21.0    MM    MM    MM  MM 1001.7  11.3  11.5    MM   MM   MM    MM
2024 02 29 02 20 200 16.0 21.0   4.6     9   7.0 210 1001.9  11.3  11.5    MM   MM   MM    MM
2024 02 29 02 10 200 15.0 21.0    MM    MM    MM  MM 1002.1  11.3  11.5    MM   MM   MM    MM
2024 02 29 02 00 200 15.0 20.0    MM    MM    MM  MM 1002.3  11.4  11.5    MM   MM -3.1    MM
2024 02 29 01 50 200 16.0 23.0   4.8     8   7.2 221 1002.3  11.4  11.5    MM   MM   MM    MM
2024 02 29 01 40 200 16.0 21.0    MM    MM    MM  MM 1002.6  11.4  11.5    MM   MM   MM    MM
2024 02 29 01 30 200 15.0 21.0    MM    MM    MM  MM 1002.8  11.4  11.5    MM   MM   MM    MM
2024 02 29 01 20 200 15.0 20.0   4.7     8   7.3 213 1002.9  11.4  11.5    MM   MM   MM    MM
2024 02 29 01 10 200 15.0 19.0   4.7    MM   7.3 213 1003.2  11.4  11.5    MM   MM   MM    MM
2024 02 29 01 00 200 14.0 19.0    MM    MM    MM  MM 1003.2  11.3  11.5    MM   MM -3.0    MM
2024 02 29 00 50 200 14.0 18.0   4.7     8   7.1 208 1003.5  11.4  11.5    MM   MM   MM    MM
2024 02 29 00 40 200 14.0 19.0    MM    MM    MM  MM 1003.6  11.4  11.5    MM   MM   MM    MM
2024 02 29 00 30 200 14.0 18.0    MM    MM    MM  MM 1003.7  11.4  11.5    MM   MM   MM    MM
2024 02 29 00 20 200 14.0 19.0   4.4     8   7.1 205 1004.0  11.4  11.5    MM   MM   MM    MM
2024 02 29 00 10 200 14.0 19.0   4.4    MM   7.1 205 1004.1  11.4  11.5    MM   MM   MM    MM
2024 02 29 00 00 200 14.0 18.0    MM    MM    MM  MM 1004.2  11.4  11.5    MM   MM -3.0    MM
2024 02 28 23 50 200 14.0 18.0   4.4     9   6.9 207 1004.6  11.4  11.5    MM   MM   MM    MM
2024 02 28 23 40 210 14.0 18.0    MM    MM    MM  MM 1004.9  11.4  11.5    MM   MM   MM    MM
2024 02 28 23 30 210 14.0 18.0    MM    MM    MM  MM 1005.0  11.4  11.5    MM   MM   MM    MM
2024 02 28 23 20 210 14.0 19.0   4.5     9   7.0 233 1005.3  11.4  11.5    MM   MM   MM    MM
2024 02 28 23 10 210 16.0 22.0    MM    MM    MM  MM 1005.5  11.4  11.5    MM   MM   MM    MM
2024 02 28 23 00 200 16.0 21.0    MM    MM    MM  MM 1005.4  11.4  11.5    MM   MM -2.9    MM
2024 02 28 22 50 200 15.0 19.0   4.3     9   6.9 203 1005.6  11.4  11.5    MM   MM   MM    MM
2024 02 28 22 40 200 14.0 18.0   4.3    MM   6.9 203 1005.7  11.6  11.5    MM   MM   MM    MM
2024 02 28 22 30 200 16.0 21.0    MM    MM    MM  MM 1005.9  11.6  11.5    MM   MM   MM    MM
2024 02 28 22 20 200 15.0 20.0   4.3     8   6.8 203 1005.9  11.6  11.5    MM   MM   MM    MM
2024 02 28 22 10 200 16.0 20.0   4.3    MM   6.8 203 1006.1  11.5  11.5    MM   MM   MM    MM
2024 02 28 22 00 200 16.0 20.0    MM    MM    MM  MM 1006.2  11.5  11.5    MM   MM -2.6    MM
2024 02 28 21 50 190 15.0 20.0   4.1     8   6.7 207 1006.4  11.5  11.5    MM   MM   MM    MM
2024 02 28 21 40 190 15.0 19.0    MM    MM    MM  MM 1006.3  11.3  11.5    MM   MM   MM    MM
2024 02 28 21 30 200 15.0 20.0    MM    MM    MM  MM 1006.5  11.4  11.5    MM   MM   MM    MM
2024 02 28 21 20 200 16.0 21.0   3.8     8   6.3 201 1007.0  11.5  11.5    MM   MM   MM    MM
2024 02 28 21 10 200 16.0 21.0   3.8    MM   6.3 201 1007.1  11.5  11.5    MM   MM   MM    MM
2024 02 28 21 00 200 15.0 19.0    MM    MM    MM  MM 1007.2  11.5  11.5    MM   MM -2.3    MM
2024 02 28 20 50 210 15.0 21.0   3.8     8   6.4 201 1007.5  11.5  11.5    MM   MM   MM    MM
2024 02 28 20 40 200 15.0 20.0    MM    MM    MM  MM 1007.7  11.5  11.5    MM   MM   MM    MM
2024 02 28 20 30 200 15.0 19.0    MM    MM    MM  MM 1007.7  11.4  11.5    MM   MM   MM    MM
2024 02 28 20 20 200 14.0 18.0   3.7     8   6.4 201 1008.0  11.3  11.5    MM   MM   MM    MM
2024 02 28 20 10 200 16.0 21.0   3.7    MM   6.4 201 1008.0  11.2  11.5    MM   MM   MM    MM
2024 02 28 20 00 200 15.0 19.0    MM    MM    MM  MM 1008.3  11.3  11.5    MM   MM -1.7    MM
2024 02 28 19 50 210 14.0 18.0   3.9     7   6.4 210 1008.3  11.3  11.5    MM   MM   MM    MM
2024 02 28 19 40 200 14.0 19.0    MM    MM    MM  MM 1008.4  11.3  11.5    MM   MM   MM    MM
2024 02 28 19 30 200 13.0 17.0    MM    MM    MM  MM 1008.5  11.3  11.5    MM   MM   MM    MM
2024 02 28 19 20 210 13.0 17.0   4.0     8   6.5 201 1008.7  11.2  11.5    MM   MM   MM    MM
2024 02 28 19 10 210 12.0 17.0   4.0    MM   6.5 201 1008.8  11.3  11.4    MM   MM   MM    MM
2024 02 28 19 00 210 13.0 17.0    MM    MM    MM  MM     MM  11.3  11.4    MM   MM   MM    MM
2024 02 28 18 50 210 13.0 16.0   3.6     8   6.2 201 1008.9  11.3  11.4    MM   MM   MM    MM
2024 02 28 18 40 210 15.0 20.0    MM    MM    MM  MM 1009.0  11.3  11.4    MM   MM   MM    MM
2024 02 28 18 30 210 14.0 19.0    MM    MM    MM  MM 1009.0  11.3  11.4    MM   MM   MM    MM
2024 02 28 18 20 210 13.0 17.0   3.6     8   6.4 195 1009.3  11.2  11.4    MM   MM   MM    MM
2024 02 28 18 10 210 12.0 16.0   3.6    MM   6.4 195 1009.3  11.2  11.4    MM   MM   MM    MM
2024 02 28 18 00 210 13.0 16.0    MM    MM    MM  MM 1009.5  11.3  11.4    MM   MM -1.1    MM
2024 02 28 17 50 200 13.0 17.0   3.3     7   6.0 203 1009.6  11.3  11.4    MM   MM   MM    MM
2024 02 28 17 40 200 13.0 16.0    MM    MM    MM  MM 1009.5  11.2  11.4    MM   MM   MM    MM
2024 02 28 17 30 190 13.0 17.0    MM    MM    MM  MM 1009.5  11.2  11.4    MM   MM   MM    MM
2024 02 28 17 20 190 12.0 16.0   3.5     7   6.3 207 1009.7  11.1  11.4    MM   MM   MM    MM
2024 02 28 17 10 200 12.0 16.0    MM    MM    MM  MM 1009.8  11.1  11.4    MM   MM   MM    MM
2024 02 28 17 00 200 11.0 16.0    MM    MM    MM  MM 1010.0  11.1  11.4    MM   MM -1.4    MM
2024 02 28 16 50 200 13.0 17.0   3.2     8   6.0 220 1010.2  11.0  11.4    MM   MM   MM    MM
2024 02 28 16 40 200 12.0 16.0    MM    MM    MM  MM 1010.4  11.0  11.4    MM   MM   MM    MM
2024 02 28 16 30 200 12.0 17.0    MM    MM    MM  MM 1010.5  10.9  11.4    MM   MM   MM    MM
2024 02 28 16 20 200 12.0 16.0   3.1     7   6.0 211 1010.4  10.9  11.4    MM   MM   MM    MM
2024 02 28 16 10 200 13.0 16.0   3.1    MM   6.0 211 1010.3  10.9  11.4    MM   MM   MM    MM
2024 02 28 16 00 190 13.0 18.0    MM    MM    MM  MM 1010.4  11.0  11.4    MM   MM -1.9    MM
2024 02 28 15 50 190 13.0 16.0   3.1     7   6.2 205 1010.4  10.9  11.4    MM   MM   MM    MM
2024 02 28 15 40 190 13.0 17.0    MM    MM    MM  MM 1010.3  10.9  11.4    MM   MM   MM    MM
2024 02 28 15 30 190 13.0 17.0    MM    MM    MM  MM 1010.5  10.9  11.4    MM   MM   MM    MM
2024 02 28 15 20 190 13.0 17.0   3.0     8   5.9 215 1010.4  10.9  11.4    MM   MM   MM    MM
2024 02 28 15 10 190 13.0 18.0   3.0    MM   5.9 215 1010.5  10.9  11.4    MM   MM   MM    MM
2024 02 28 15 00 190 13.0 17.0    MM    MM    MM  MM 1010.6  10.9  11.4    MM   MM -2.3    MM
2024 02 28 14 50 190 12.0 16.0   3.0     7   6.0 202 1010.7  10.9  11.4    MM   MM   MM    MM
2024 02 28 14 40 200 13.0 17.0    MM    MM    MM  MM 1010.8  10.8  11.4    MM   MM   MM    MM
2024 02 28 14 30 200 12.0 14.0    MM    MM    MM  MM 1011.1  10.8  11.4    MM   MM   MM    MM
2024 02 28 14 20 200 12.0 15.0   3.4     7   6.3 201 1011.3  10.8  11.4    MM   MM   MM    MM
2024 02 28 14 10 200 11.0 15.0   3.4    MM   6.3 201 1011.4  10.9  11.4    MM   MM   MM    MM
2024 02 28 14 00 200 12.0 16.0    MM    MM    MM  MM 1011.4  10.8  11.4    MM   MM -2.1    MM
