#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 02 24 00 40  10  9.0 11.0    MM    MM    MM  MM 1023.8  11.4  11.8    MM   MM   MM    MM
2024 02 24 00 30  10  9.0 11.0    MM    MM    MM  MM 1023.7  11.4  11.8    MM   MM   MM    MM
2024 02 24 00 20  10  8.0 10.0   2.0    13   7.2 299 1023.7  11.4  11.8    MM   MM   MM    MM
2024 02 24 00 10  10  8.0 10.0   2.0    MM   7.2 299 1023.7  11.4    MM    MM   MM   MM    MM
2024 02 24 00 00 360  9.0 11.0    MM    MM    MM  MM 1023.7  11.4  11.8    MM   MM -1.1    MM
2024 02 23 23 50 360  9.0 11.0   2.0    13   7.4 285 1023.8  11.5  11.8    MM   MM   MM    MM
2024 02 23 23 40 360  9.0 11.0    MM    MM    MM  MM 1023.8  11.4  11.8    MM   MM   MM    MM
2024 02 23 23 30  10  7.0 10.0    MM    MM    MM  MM 1023.9  11.5  11.8    MM   MM   MM    MM
2024 02 23 23 20 360  7.0  9.0   2.2    13   8.4 268 1024.1  11.6  11.8    MM   MM   MM    MM
2024 02 23 23 10 360  7.0  9.0   2.2    MM   8.4 268 1024.1  11.5  11.8    MM   MM   MM    MM
2024 02 23 23 00 360  6.0  8.0    MM    MM    MM  MM 1024.2  11.5  11.8    MM   MM -1.2    MM
2024 02 23 22 50  10  6.0  9.0   2.2    13   8.3 287 1024.1  11.4  11.8    MM   MM   MM    MM
2024 02 23 22 40  10  6.0  7.0    MM    MM    MM  MM 1024.1  11.4  11.8    MM   MM   MM    MM
2024 02 23 22 30  10  6.0  8.0    MM    MM    MM  MM 1024.2  11.4  11.8    MM   MM   MM    MM
2024 02 23 22 20  10  6.0  7.0   2.0    14   8.7 277 1024.3  11.4  11.9    MM   MM   MM    MM
2024 02 23 22 10  10  5.0  7.0   2.0    MM   8.7 277 1024.4  11.4  11.8    MM   MM   MM    MM
2024 02 23 22 00  10  5.0  7.0    MM    MM    MM  MM 1024.3  11.3  11.8    MM   MM -1.0    MM
2024 02 23 21 50 360  5.0  7.0   2.1    14   9.0 280 1024.6  11.4  11.9    MM   MM   MM    MM
2024 02 23 21 40 360  5.0  7.0    MM    MM    MM  MM 1024.5  11.4  11.8    MM   MM   MM    MM
2024 02 23 21 30 360  5.0  7.0    MM    MM    MM  MM 1024.5  11.4  11.8    MM   MM   MM    MM
2024 02 23 21 20 350  5.0  7.0   2.1    14   8.8 275 1024.6  11.4  11.8    MM   MM   MM    MM
2024 02 23 21 10 350  4.0  7.0   2.1    MM   8.8 275 1024.7  11.5  11.8    MM   MM   MM    MM
2024 02 23 21 00 350  4.0  5.0    MM    MM    MM  MM 1024.8  11.5  11.8    MM   MM -0.3    MM
2024 02 23 20 50 340  4.0  5.0   2.0    14   8.7 278 1025.0  11.5  11.8    MM   MM   MM    MM
2024 02 23 20 40 340  4.0  5.0    MM    MM    MM  MM 1025.0  11.4  11.8    MM   MM   MM    MM
2024 02 23 20 30 350  3.0  4.0    MM    MM    MM  MM 1025.1  11.4  11.8    MM   MM   MM    MM
2024 02 23 20 20 350  2.0  4.0   2.4    13   9.5 282 1025.3  11.4  11.7    MM   MM   MM    MM
2024 02 23 20 10 360  2.0  4.0   2.4    MM   9.5 282 1025.4  11.4  11.7    MM   MM   MM    MM
2024 02 23 20 00 360  2.0  3.0    MM    MM    MM  MM 1025.4  11.3  11.7    MM   MM +0.4    MM
2024 02 23 19 50  10  2.0  3.0   2.0    12   8.7 269 1025.4  11.3  11.8    MM   MM   MM    MM
2024 02 23 19 40  20  2.0  4.0    MM    MM    MM  MM 1025.2  11.2  11.8    MM   MM   MM    MM
2024 02 23 19 30  20  2.0  3.0    MM    MM    MM  MM 1025.2  11.2  11.8    MM   MM   MM    MM
2024 02 23 19 20  30  2.0  3.0   2.1    14   8.6 272 1025.3  11.1  11.8    MM   MM   MM    MM
2024 02 23 19 10  40  2.0  3.0   2.1    MM   8.6 272 1025.3  11.1  11.7    MM   MM   MM    MM
2024 02 23 19 00  70  2.0  4.0    MM    MM    MM  MM 1025.3  11.1  11.7    MM   MM -0.0    MM
2024 02 23 18 50  70  3.0  5.0   2.2    13   9.2 295 1025.5  11.0  11.7    MM   MM   MM    MM
2024 02 23 18 40  60  4.0  5.0    MM    MM    MM  MM 1025.3  11.0  11.7    MM   MM   MM    MM
2024 02 23 18 30  60  4.0  6.0    MM    MM    MM  MM 1025.0  10.9  11.7    MM   MM   MM    MM
2024 02 23 18 20  50  4.0  5.0   2.1    14   9.0 271 1025.0  10.8  11.7    MM   MM   MM    MM
2024 02 23 18 10  50  3.0  5.0    MM    MM    MM  MM 1025.0  10.7  11.7    MM   MM   MM    MM
2024 02 23 18 00  60  3.0  5.0    MM    MM    MM  MM 1025.1  10.7  11.7    MM   MM +0.0    MM
2024 02 23 17 50  70  3.0  5.0   2.1    14   9.3 280 1025.0  10.8  11.7    MM   MM   MM    MM
2024 02 23 17 40  90  4.0  6.0   2.1    MM   9.3 280 1025.1  10.8  11.7    MM   MM   MM    MM
2024 02 23 17 30  90  5.0  6.0    MM    MM    MM  MM 1025.0  11.0  11.7    MM   MM   MM    MM
2024 02 23 17 20  90  5.0  6.0   2.2    14   9.2 285 1024.8  11.2  11.6    MM   MM   MM    MM
2024 02 23 17 10  90  4.0  6.0    MM    MM    MM  MM 1024.9  11.2  11.6    MM   MM   MM    MM
2024 02 23 17 00  90  4.0  6.0    MM    MM    MM  MM 1025.0  11.3  11.6    MM   MM +0.0    MM
2024 02 23 16 50  60  4.0  6.0   2.0    12   9.0 279 1025.0  11.2  11.6    MM   MM   MM    MM
2024 02 23 16 40  40  5.0  6.0    MM    MM    MM  MM 1024.7  11.2  11.6    MM   MM   MM    MM
2024 02 23 16 30  60  4.0  5.0    MM    MM    MM  MM 1024.9  11.1  11.6    MM   MM   MM    MM
2024 02 23 16 20  90  4.0  6.0   2.0    14   9.5 275 1025.3  11.1  11.6    MM   MM   MM    MM
2024 02 23 16 10  90  4.0  5.0   2.0    MM   9.5 275 1025.4  11.0  11.6    MM   MM   MM    MM
2024 02 23 16 00 100  3.0  5.0    MM    MM    MM  MM 1025.5  11.0  11.6    MM   MM +0.5    MM
2024 02 23 15 50 120  4.0  5.0   1.8    13   9.0 282 1025.6  11.1  11.6    MM   MM   MM    MM
2024 02 23 15 40 130  4.0  5.0   1.8    MM   9.0 282 1025.7  11.1  11.6    MM   MM   MM    MM
2024 02 23 15 30 120  4.0  6.0    MM    MM    MM  MM 1025.7  11.1  11.6    MM   MM   MM    MM
2024 02 23 15 20 110  4.0  6.0   2.1    14   9.6 278 1025.6  11.1  11.6    MM   MM   MM    MM
2024 02 23 15 10 100  4.0  6.0    MM    MM    MM  MM 1025.3  11.1  11.6    MM   MM   MM    MM
2024 02 23 15 00  90  4.0  5.0    MM    MM    MM  MM 1025.2  11.1  11.6    MM   MM +0.3    MM
2024 02 23 14 50  90  4.0  5.0   2.0    13   9.5 281 1025.2  11.1  11.6    MM   MM   MM    MM
2024 02 23 14 40  80  3.0  5.0    MM    MM    MM  MM 1025.1  11.1  11.6    MM   MM   MM    MM
2024 02 23 14 30  70  3.0  5.0    MM    MM    MM  MM 1025.0  11.2  11.6    MM   MM   MM    MM
2024 02 23 14 20  70  3.0  5.0   2.0    13   9.4 279 1025.1  11.2  11.6    MM   MM   MM    MM
2024 02 23 14 10  70  3.0  4.0   2.0    MM   9.4 279 1025.0  11.2  11.6    MM   MM   MM    MM
2024 02 23 14 00  60  3.0  5.0    MM    MM    MM  MM 1025.0  11.2  11.6    MM   MM +0.0    MM
2024 02 23 13 50  60  4.0  5.0   1.9    14   9.1 276 1025.0  11.2  11.6    MM   MM   MM    MM
2024 02 23 13 40  50  4.0  6.0    MM    MM    MM  MM 1024.9  11.3  11.6    MM   MM   MM    MM
2024 02 23 13 30  40  4.0  5.0    MM    MM    MM  MM 1025.0  11.3  11.6    MM   MM   MM    MM
2024 02 23 13 20  40  4.0  5.0    MM    MM    MM  MM 1025.0  11.3  11.6    MM   MM   MM    MM
2024 02 23 13 10  30  3.0  5.0    MM    MM    MM  MM 1024.9  11.3  11.6    MM   MM   MM    MM
2024 02 23 13 00  40  3.0  4.0    MM    MM    MM  MM 1025.0  11.2    MM    MM   MM +0.3    MM
2024 02 23 12 50  40  3.0  5.0   1.7    13   8.9 278 1024.8  11.3  11.6    MM   MM   MM    MM
2024 02 23 12 40  50  1.0  2.0    MM    MM    MM  MM 1024.9  11.3  11.6    MM   MM   MM    MM
2024 02 23 12 30  60  2.0  3.0    MM    MM    MM  MM 1025.0  11.3  11.6    MM   MM   MM    MM
2024 02 23 12 20  50  2.0  4.0   1.7    14   8.9 280 1025.0  11.3  11.5    MM   MM   MM    MM
2024 02 23 12 10  70  3.0  4.0    MM    MM    MM  MM 1024.9  11.2  11.6    MM   MM   MM    MM
2024 02 23 12 00  80  2.0  3.0    MM    MM    MM  MM 1024.9  11.2  11.6    MM   MM +0.0    MM
2024 02 23 11 50 100  2.0  3.0   1.6    13   8.9 293 1025.0  11.1  11.6    MM   MM   MM    MM
2024 02 23 11 40 100  2.0  3.0    MM    MM    MM  MM 1025.0  11.2  11.6    MM   MM   MM    MM
2024 02 23 11 30 100  2.0  3.0    MM    MM    MM  MM 1025.0  11.1  11.6    MM   MM   MM    MM
2024 02 23 11 20 100  3.0  4.0   1.7    14   9.0 283 1025.0  11.2  11.6    MM   MM   MM    MM
2024 02 23 11 10  90  3.0  4.0   1.7    MM   9.0 283 1025.0  11.1  11.6    MM   MM   MM    MM
2024 02 23 11 00  70  3.0  4.0    MM    MM    MM  MM 1024.8  11.3  11.6    MM   MM +0.0    MM
2024 02 23 10 50  60  3.0  4.0   1.4    14   8.3 268 1024.8  11.2  11.6    MM   MM   MM    MM
2024 02 23 10 40  50  3.0  4.0    MM    MM    MM  MM 1024.7  11.3  11.6    MM   MM   MM    MM
2024 02 23 10 30  60  3.0  4.0    MM    MM    MM  MM 1024.8  11.3  11.6    MM   MM   MM    MM
2024 02 23 10 20  50  4.0  5.0   1.4    13   8.3 286 1024.8  11.1  11.6    MM   MM   MM    MM
2024 02 23 10 10  40  5.0  6.0    MM    MM    MM  MM 1024.8  11.2  11.6    MM   MM   MM    MM
2024 02 23 10 00  30  5.0  6.0    MM    MM    MM  MM 1024.7  11.2  11.6    MM   MM +0.0    MM
2024 02 23 09 50  30  4.0  5.0   1.4    13   8.2 271 1024.8  11.5  11.6    MM   MM   MM    MM
2024 02 23 09 40  30  3.0  4.0    MM    MM    MM  MM 1024.7  11.5  11.6    MM   MM   MM    MM
2024 02 23 09 30  60  2.0  3.0    MM    MM    MM  MM 1024.8  11.5  11.6    MM   MM   MM    MM
2024 02 23 09 20  70  2.0  4.0   1.4    14   8.6 291 1024.8  11.4  11.6    MM   MM   MM    MM
2024 02 23 09 10  80  2.0  4.0   1.4    MM   8.6 291 1024.8  11.4  11.6    MM   MM   MM    MM
2024 02 23 09 00  70  3.0  3.0    MM    MM    MM  MM 1024.7  11.5  11.6    MM   MM +0.0    MM
2024 02 23 08 50  60  3.0  4.0   1.4    14   8.0 288 1024.7  11.5  11.6    MM   MM   MM    MM
2024 02 23 08 40  50  3.0  4.0   1.4    MM   8.0 288 1024.8  11.5  11.6    MM   MM   MM    MM
2024 02 23 08 30  50  3.0  4.0    MM    MM    MM  MM 1024.7  11.5  11.6    MM   MM   MM    MM
2024 02 23 08 20  60  3.0  4.0   1.4    15   8.3 278 1024.7  11.5  11.6    MM   MM   MM    MM
2024 02 23 08 10  60  4.0  5.0   1.4    MM   8.3 278 1024.7  11.5  11.6    MM   MM   MM    MM
2024 02 23 08 00  70  4.0  5.0    MM    MM    MM  MM 1024.8  11.5  11.6    MM   MM +0.3    MM
2024 02 23 07 50  70  4.0  5.0   1.4    13   8.1 286 1024.7  11.5  11.6    MM   MM   MM    MM
2024 02 23 07 40  70  4.0  5.0    MM    MM    MM  MM 1024.7  11.5  11.6    MM   MM   MM    MM
2024 02 23 07 30  60  4.0  5.0    MM    MM    MM  MM 1024.6  11.5  11.6    MM   MM   MM    MM
2024 02 23 07 20  60  5.0  6.0   1.3    14   7.5 279 1024.5  11.5  11.6    MM   MM   MM    MM
2024 02 23 07 10  60  5.0  7.0    MM    MM    MM  MM 1024.4  11.5  11.6    MM   MM   MM    MM
2024 02 23 07 00  50  5.0  6.0    MM    MM    MM  MM 1024.6  11.5  11.6    MM   MM +0.0    MM
2024 02 23 06 50  50  4.0  5.0   1.3    15   7.6 289 1024.8  11.6    MM    MM   MM   MM    MM
2024 02 23 06 40  40  4.0  5.0    MM    MM    MM  MM 1024.9  11.6  11.6    MM   MM   MM    MM
2024 02 23 06 30  40  4.0  5.0    MM    MM    MM  MM 1024.8  11.6  11.6    MM   MM   MM    MM
2024 02 23 06 20  40  3.0  5.0   1.4    13   7.9 280 1024.9  11.6  11.6    MM   MM   MM    MM
2024 02 23 06 10  40  4.0  6.0   1.4    MM   7.9 280 1024.8  11.6  11.6    MM   MM   MM    MM
2024 02 23 06 00  40  5.0  6.0    MM    MM    MM  MM 1024.7  11.6  11.6    MM   MM +0.0    MM
2024 02 23 05 50  40  4.0  5.0   1.4    13   8.0 274 1024.8  11.6  11.6    MM   MM   MM    MM
2024 02 23 05 40  30  4.0  6.0    MM    MM    MM  MM 1024.9  11.7  11.6    MM   MM   MM    MM
2024 02 23 05 30  40  4.0  5.0    MM    MM    MM  MM 1024.8  11.7  11.5    MM   MM   MM    MM
2024 02 23 05 20  40  5.0  6.0   1.4    15   7.9 286 1024.7  11.7  11.5    MM   MM   MM    MM
2024 02 23 05 10  40  5.0  6.0   1.4    MM   7.9 286 1024.5  11.7  11.5    MM   MM   MM    MM
2024 02 23 05 00  40  5.0  6.0    MM    MM    MM  MM 1024.5  11.7  11.5    MM   MM +0.3    MM
2024 02 23 04 50  30  5.0  6.0   1.3    14   7.7 275 1024.6  11.7  11.5    MM   MM   MM    MM
2024 02 23 04 40  30  5.0  6.0    MM    MM    MM  MM 1024.6  11.7  11.5    MM   MM   MM    MM
2024 02 23 04 30  30  5.0  6.0    MM    MM    MM  MM 1024.5  11.7  11.5    MM   MM   MM    MM
2024 02 23 04 20  30  5.0  6.0   1.5    13   8.4 284 1024.4  11.6  11.5    MM   MM   MM    MM
2024 02 23 04 10  30  4.0  5.0   1.5    MM   8.4 284 1024.4  11.6  11.5    MM   MM   MM    MM
2024 02 23 04 00  30  5.0  6.0    MM    MM    MM  MM 1024.5  11.6  11.5    MM   MM -0.0    MM
2024 02 23 03 50  30  5.0  6.0   1.4    14   8.3 291 1024.4  11.5  11.5    MM   MM   MM    MM
2024 02 23 03 40  30  5.0  6.0    MM    MM    MM  MM 1024.4  11.5  11.6    MM   MM   MM    MM
2024 02 23 03 30  30  5.0  6.0    MM    MM    MM  MM 1024.5  11.5  11.6    MM   MM   MM    MM
2024 02 23 03 20  30  5.0  6.0   1.3    14   7.8 302 1024.4  11.5  11.6    MM   MM   MM    MM
2024 02 23 03 10  30  4.0  6.0    MM    MM    MM  MM 1024.4  11.6  11.6    MM   MM   MM    MM
2024 02 23 03 00  40  4.0  6.0    MM    MM    MM  MM 1024.5  11.5  11.6    MM   MM -0.0    MM
2024 02 23 02 50  30  5.0  6.0   1.6    13   8.9 291 1024.3  11.5  11.6    MM   MM   MM    MM
2024 02 23 02 40  30  4.0  6.0    MM    MM    MM  MM 1024.4  11.5  11.6    MM   MM   MM    MM
2024 02 23 02 30  30  4.0  5.0    MM    MM    MM  MM 1024.3  11.5  11.6    MM   MM   MM    MM
2024 02 23 02 20  40  4.0  6.0   1.4    13   8.4 288 1024.2  11.5  11.6    MM   MM   MM    MM
2024 02 23 02 10  40  4.0  5.0    MM    MM    MM  MM 1024.2  11.5  11.7    MM   MM   MM    MM
2024 02 23 02 00  40  4.0  6.0    MM    MM    MM  MM 1024.2  11.6  11.7    MM   MM -0.5    MM
2024 02 23 01 50  30  4.0  6.0   1.3    14   7.9 310 1024.3  11.7  11.7    MM   MM   MM    MM
2024 02 23 01 40  30  4.0  5.0    MM    MM    MM  MM 1024.3  11.7  11.7    MM   MM   MM    MM
2024 02 23 01 30  40  4.0  5.0    MM    MM    MM  MM 1024.4  11.7  11.7    MM   MM   MM    MM
2024 02 23 01 20  30  4.0  5.0   1.5    14   8.9 280 1024.4  11.6  11.7    MM   MM   MM    MM
2024 02 23 01 10  40  4.0  5.0   1.5    MM   8.9 280 1024.5  11.6  11.7    MM   MM   MM    MM
2024 02 23 01 00  40  4.0  5.0    MM    MM    MM  MM 1024.5  11.6  11.7    MM   MM +0.0    MM
2024 02 23 00 50  30  3.0  4.0   1.4    14   8.1 293 1024.6  11.6  11.7    MM   MM   MM    MM
2024 02 23 00 40  30  4.0  5.0    MM    MM    MM  MM 1024.6  11.6  11.7    MM   MM   MM    MM
2024 02 23 00 30  30  4.0  5.0    MM    MM    MM  MM 1024.5  11.7  11.7    MM   MM   MM    MM
2024 02 23 00 20  20  3.0  4.0   1.4    14   7.9 286 1024.5  11.7  11.7    MM   MM   MM    MM
2024 02 23 00 10  20  3.0  4.0   1.4    MM   7.9 286 1024.5  11.7  11.7    MM   MM   MM    MM
2024 02 23 00 00  20  3.0  4.0    MM    MM    MM  MM 1024.5  11.7  11.7    MM   MM +0.0    MM
2024 02 22 23 50  20  2.0  3.0   1.3    14   7.8 288 1024.5  11.9  11.7    MM   MM   MM    MM
2024 02 22 23 40  30  2.0  2.0    MM    MM    MM  MM 1024.5  11.8  11.7    MM   MM   MM    MM
2024 02 22 23 30  50  2.0  2.0    MM    MM    MM  MM 1024.7  11.9  11.7    MM   MM   MM    MM
2024 02 22 23 20  60  1.0  2.0   1.4    13   7.6 279 1024.7  11.8  11.7    MM   MM   MM    MM
2024 02 22 23 10  60  2.0  3.0    MM    MM    MM  MM 1024.7  11.8  11.7    MM   MM   MM    MM
2024 02 22 23 00  80  2.0  2.0    MM    MM    MM  MM 1024.7  11.8  11.7    MM   MM -0.0    MM
2024 02 22 22 50  80  2.0  3.0   1.4    14   7.5 292 1024.6  11.8  11.7    MM   MM   MM    MM
2024 02 22 22 40 100  2.0  3.0    MM    MM    MM  MM 1024.6  11.8  11.7    MM   MM   MM    MM
2024 02 22 22 30 100  2.0  3.0    MM    MM    MM  MM 1024.6  11.6  11.7    MM   MM   MM    MM
2024 02 22 22 20 100  2.0  3.0   1.2    14   6.8 289 1024.6  11.5  11.7    MM   MM   MM    MM
2024 02 22 22 10 100  3.0  4.0   1.2    MM   6.8 289 1024.5  11.4  11.7    MM   MM   MM    MM
2024 02 22 22 00  90  3.0  4.0    MM    MM    MM  MM 1024.4  11.3  11.7    MM   MM -0.6    MM
2024 02 22 21 50  90  3.0  5.0   1.3    14   6.7 302 1024.3  11.3  11.7    MM   MM   MM    MM
2024 02 22 21 40  90  4.0  5.0   1.3    MM   6.7 302 1024.1  11.3  11.7    MM   MM   MM    MM
2024 02 22 21 30 100  4.0  5.0    MM    MM    MM  MM 1024.3  11.3  11.7    MM   MM   MM    MM
2024 02 22 21 20 100  4.0  5.0   1.3    14   6.6 292 1024.5  11.3  11.7    MM   MM   MM    MM
2024 02 22 21 10 100  4.0  5.0   1.3    MM   6.6 292 1024.5  11.2  11.7    MM   MM   MM    MM
2024 02 22 21 00  90  4.0  5.0    MM    MM    MM  MM 1024.5  11.2  11.6    MM   MM -0.4    MM
2024 02 22 20 50 100  4.0  5.0   1.4    14   6.7 290 1024.6  11.1  11.6    MM   MM   MM    MM
2024 02 22 20 40 100  4.0  5.0    MM    MM    MM  MM 1024.6  11.2  11.6    MM   MM   MM    MM
2024 02 22 20 30 100  3.0  5.0    MM    MM    MM  MM 1024.7  11.2  11.6    MM   MM   MM    MM
2024 02 22 20 20 100  4.0  5.0   1.4    14   6.8 259 1024.9  11.2  11.6    MM   MM   MM    MM
2024 02 22 20 10 100  4.0  6.0   1.4    MM   6.8 259 1024.8  11.1  11.6    MM   MM   MM    MM
2024 02 22 20 00 110  5.0  6.0    MM    MM    MM  MM 1024.9  11.0  11.6    MM   MM +0.4    MM
2024 02 22 19 50 110  5.0  7.0   1.5    15   7.1 275 1024.9  11.0  11.6    MM   MM   MM    MM
2024 02 22 19 40 120  5.0  6.0    MM    MM    MM  MM 1025.0  11.0  11.6    MM   MM   MM    MM
2024 02 22 19 30 120  5.0  6.0    MM    MM    MM  MM 1025.0  11.0  11.6    MM   MM   MM    MM
2024 02 22 19 20 120  5.0  6.0   1.6    14   7.0 284 1025.0  11.0  11.6    MM   MM   MM    MM
2024 02 22 19 10 120  5.0  6.0   1.6    MM   7.0 284 1025.0  10.9  11.6    MM   MM   MM    MM
2024 02 22 19 00 120  5.0  6.0    MM    MM    MM  MM 1025.0  10.9  11.6    MM   MM +0.9    MM
2024 02 22 18 50 120  5.0  6.0   1.5    15   6.7 297 1025.1  10.8  11.5    MM   MM   MM    MM
2024 02 22 18 40 120  5.0  6.0    MM    MM    MM  MM 1025.2  10.7  11.5    MM   MM   MM    MM
2024 02 22 18 30 120  5.0  7.0    MM    MM    MM  MM 1025.1  10.7  11.5    MM   MM   MM    MM
2024 02 22 18 20 120  5.0  6.0   1.5    14   6.8 289 1025.0  10.6  11.5    MM   MM   MM    MM
2024 02 22 18 10 120  5.0  6.0   1.5    MM   6.8 289 1025.0  10.6  11.5    MM   MM   MM    MM
2024 02 22 18 00 110  5.0  7.0    MM    MM    MM  MM 1024.9  10.6  11.5    MM   MM +1.3    MM
2024 02 22 17 50 110  5.0  7.0   1.4    15   6.7 279 1024.8  10.6  11.5    MM   MM   MM    MM
2024 02 22 17 40 120  5.0  7.0    MM    MM    MM  MM 1024.7  10.5  11.5    MM   MM   MM    MM
2024 02 22 17 30 110  5.0  7.0    MM    MM    MM  MM 1024.6  10.5  11.5    MM   MM   MM    MM
2024 02 22 17 20 110  5.0  6.0   1.6    15   7.2 286 1024.5  10.5  11.5    MM   MM   MM    MM
2024 02 22 17 10 110  5.0  6.0   1.6    MM   7.2 286 1024.5  10.5  11.5    MM   MM   MM    MM
2024 02 22 17 00 110  5.0  7.0    MM    MM    MM  MM 1024.5  10.5  11.5    MM   MM +1.2    MM
2024 02 22 16 50 100  5.0  7.0   1.5    15   6.9 295 1024.4  10.4  11.5    MM   MM   MM    MM
2024 02 22 16 40 100  5.0  7.0   1.5    MM   6.9 295 1024.4  10.4  11.5    MM   MM   MM    MM
2024 02 22 16 30 100  5.0  7.0    MM    MM    MM  MM 1024.4  10.4  11.5    MM   MM   MM    MM
2024 02 22 16 20 100  5.0  6.0   1.6    15   7.1 294 1024.3  10.4  11.5    MM   MM   MM    MM
2024 02 22 16 10 100  5.0  6.0   1.6    MM   7.1 294 1024.2  10.4  11.5    MM   MM   MM    MM
2024 02 22 16 00 100  4.0  6.0    MM    MM    MM  MM 1024.1  10.4  11.5    MM   MM +0.9    MM
2024 02 22 15 50 100  4.0  6.0   1.7    15   6.9 301 1024.1  10.3  11.5    MM   MM   MM    MM
2024 02 22 15 40 110  4.0  5.0    MM    MM    MM  MM 1024.0  10.3  11.5    MM   MM   MM    MM
2024 02 22 15 30 100  4.0  5.0    MM    MM    MM  MM 1023.9  10.2  11.5    MM   MM   MM    MM
2024 02 22 15 20 110  4.0  6.0   1.8    15   7.3 292 1023.8  10.2  11.5    MM   MM   MM    MM
2024 02 22 15 10 110  4.0  6.0   1.8    MM   7.3 292 1023.7  10.3  11.5    MM   MM   MM    MM
2024 02 22 15 00 110  4.0  6.0    MM    MM    MM  MM 1023.6  10.2  11.5    MM   MM +0.5    MM
2024 02 22 14 50 100  4.0  6.0   1.7    14   6.9 271 1023.5  10.2  11.5    MM   MM   MM    MM
2024 02 22 14 40 100  5.0  7.0    MM    MM    MM  MM 1023.4  10.1  11.5    MM   MM   MM    MM
2024 02 22 14 30 110  5.0  7.0    MM    MM    MM  MM 1023.4  10.1  11.5    MM   MM   MM    MM
2024 02 22 14 20 110  6.0  7.0   1.8    15   6.8 282 1023.4  10.1    MM    MM   MM   MM    MM
2024 02 22 14 10 120  6.0  8.0   1.8    MM   6.8 282 1023.3  10.0  11.5    MM   MM   MM    MM
2024 02 22 14 00 120  6.0  8.0    MM    MM    MM  MM 1023.3  10.1  11.5    MM   MM +0.3    MM
2024 02 22 13 50 120  7.0  8.0   1.7    14   6.6 289 1023.2  10.2  11.5    MM   MM   MM    MM
2024 02 22 13 40 120  7.0  9.0    MM    MM    MM  MM 1023.2  10.2  11.5    MM   MM   MM    MM
2024 02 22 13 30 120  6.0  8.0    MM    MM    MM  MM 1023.2  10.4  11.5    MM   MM   MM    MM
2024 02 22 13 20 120  6.0  8.0   1.7    14   6.6 271 1023.2  10.3  11.5    MM   MM   MM    MM
2024 02 22 13 10 130  6.0  7.0    MM    MM    MM  MM 1023.2  10.5  11.5    MM   MM   MM    MM
2024 02 22 13 00 150  5.0  7.0    MM    MM    MM  MM 1023.2  10.6  11.5    MM   MM +0.6    MM
2024 02 22 12 50 160  5.0  6.0   1.7    15   6.6 264 1023.1  10.6  11.5    MM   MM   MM    MM
2024 02 22 12 40 150  5.0  6.0    MM    MM    MM  MM 1023.1  10.6  11.5    MM   MM   MM    MM
2024 02 22 12 30 190  2.0  5.0    MM    MM    MM  MM 1023.1  10.3  11.5    MM   MM   MM    MM
2024 02 22 12 20 190  2.0  3.0   1.8     9   6.7 272 1023.1  10.2  11.5    MM   MM   MM    MM
2024 02 22 12 10 190  3.0  4.0   1.8    MM   6.7 272 1023.0  10.2  11.5    MM   MM   MM    MM
2024 02 22 12 00 180  4.0  6.0    MM    MM    MM  MM 1023.1  10.3  11.5    MM   MM +0.6    MM
2024 02 22 11 50 160  5.0  7.0   1.7    15   6.5 298 1023.1  10.4  11.5    MM   MM   MM    MM
2024 02 22 11 40 150  5.0  7.0    MM    MM    MM  MM 1023.0  10.3  11.5    MM   MM   MM    MM
2024 02 22 11 30 150  5.0  7.0    MM    MM    MM  MM 1022.9  10.5  11.5    MM   MM   MM    MM
2024 02 22 11 20 130  4.0  6.0   1.7     9   6.5 284 1023.0  10.3  11.5    MM   MM   MM    MM
2024 02 22 11 10 140  4.0  6.0    MM    MM    MM  MM 1023.0  10.4  11.5    MM   MM   MM    MM
2024 02 22 11 00 140  4.0  6.0    MM    MM    MM  MM 1023.0  10.4  11.5    MM   MM +0.8    MM
2024 02 22 10 50 130  4.0  6.0   1.9    14   6.9 298 1022.9  10.6  11.5    MM   MM   MM    MM
2024 02 22 10 40 130  3.0  4.0   1.9    MM   6.9 298 1022.8  10.8  11.5    MM   MM   MM    MM
2024 02 22 10 30 130  2.0  3.0    MM    MM    MM  MM 1022.8  10.7  11.5    MM   MM   MM    MM
2024 02 22 10 20 180  1.0  3.0   1.9    10   6.7 275 1022.7  10.7  11.5    MM   MM   MM    MM
2024 02 22 10 10 240  2.0  3.0   1.9    MM   6.7 275 1022.6  10.6  11.5    MM   MM   MM    MM
2024 02 22 10 00 240  3.0  5.0    MM    MM    MM  MM 1022.6  10.6  11.5    MM   MM +0.8    MM
2024 02 22 09 50 230  3.0  5.0   1.9    11   6.6 279 1022.5  10.6  11.5    MM   MM   MM    MM
2024 02 22 09 40 190  2.0  3.0    MM    MM    MM  MM 1022.6  10.6  11.5    MM   MM   MM    MM
2024 02 22 09 30 180  2.0  4.0    MM    MM    MM  MM 1022.5  10.5  11.5    MM   MM   MM    MM
2024 02 22 09 20 160  2.0  4.0   1.8    14   6.5 308 1022.6  10.3  11.5    MM   MM   MM    MM
2024 02 22 09 10 170  2.0  3.0   1.8    MM   6.5 308 1022.5  10.2  11.5    MM   MM   MM    MM
